Brand,Model,Engine (cc),Gear,Fuel Type,Millage(KM),Town,Leasing,Condition,AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW,Price,Car_Age
AUDI,A4 RS4 CONVERSION,1800.0,Automatic,Petrol,143000.0,Kegalle,0,USED,1,1,1,1,140.0,12
AUDI,A4 S LINE,1800.0,Automatic,Petrol,165000.0,Galle,0,USED,1,1,1,1,102.0,15
AUDI,A6,2000.0,Automatic,Petrol,154000.0,Nugegoda,0,USED,1,1,1,1,114.9,14
AUDI,A6,2000.0,Automatic,Petrol,132000.0,Colombo,0,USED,1,1,1,1,180.0,12
AUDI,A6,2000.0,Automatic,Petrol,143000.0,Nugegoda,0,USED,1,1,1,1,149.0,13
AUDI,A6,2000.0,Automatic,Diesel,132000.0,Ratnapura,0,USED,1,1,1,1,180.0,12
AUDI,A6,1900.0,Manual,Diesel,264000.0,Hambantota,0,USED,1,1,1,1,48.0,24
AUDI,A6,2000.0,Automatic,Petrol,132000.0,Gampaha,0,USED,1,1,1,1,180.0,11
AUDI,A6,2000.0,Manual,Diesel,242000.0,Colombo,0,USED,1,1,1,1,48.5,21
AUDI,A6 S LINE,2000.0,Automatic,Petrol,165000.0,Dehiwala-Mount-Lavinia,0,USED,1,1,1,1,117.5,15
AUDI,A6 T1.8,1800.0,Automatic,Petrol,231000.0,Nittambuwa,0,USED,1,1,1,1,16.95,21
AUDI,A8L,3000.0,Automatic,Diesel,132000.0,Maharagama,0,USED,1,1,1,1,25.0,12
AUDI,A8L,3000.0,Automatic,Hybrid,132000.0,Colombo,0,USED,1,1,1,1,25.0,11
AUSTIN,COOPER S,1300.0,Automatic,Petrol,297000.0,Colombo,0,USED,1,1,Not_Available,Not_Available,33.5,26
AUSTIN,MINI COOPER,1300.0,Manual,Petrol,495000.0,Minuwangoda,0,USED,1,Not_Available,Not_Available,Not_Available,21.5,45
AUSTIN,MINI COOPER,1300.0,Automatic,Petrol,308000.0,Kadawatha,0,USED,1,Not_Available,Not_Available,Not_Available,30.0,28
AUSTIN,MINI COOPER,1300.0,Manual,Petrol,330000.0,Horana,0,USED,1,Not_Available,Not_Available,Not_Available,26.5,30
AUSTIN,MINI COOPER,1300.0,Manual,Petrol,495000.0,Kandy,0,USED,1,Not_Available,Not_Available,Not_Available,23.0,45
AUSTIN,MINI COOPER,1300.0,Automatic,Petrol,308000.0,Kaduwela,0,USED,1,Not_Available,Not_Available,Not_Available,30.0,28
AUSTIN,MINI COOPER,1300.0,Automatic,Petrol,308000.0,Kadawatha,0,USED,1,Not_Available,Not_Available,Not_Available,23.0,28
AUSTIN,MINI COOPER,1000.0,Manual,Petrol,495000.0,Gampaha,0,USED,1,Not_Available,Not_Available,Not_Available,21.5,44
BAJAJ,QUTE,1500.0,Manual,Petrol,66000.0,Kurunegala,0,USED,Not_Available,1,Not_Available,Not_Available,9.75,6
BAJAJ,QUTE,1500.0,Manual,Petrol,77000.0,Nuwara-Eliya,0,USED,Not_Available,1,Not_Available,Not_Available,10.5,7
BAJAJ,QUTE,1500.0,Manual,Petrol,77000.0,Nuwara-Eliya,0,USED,1,1,1,Not_Available,10.5,7
BAJAJ,QUTE,1500.0,Manual,Petrol,66000.0,Colombo,0,USED,1,Not_Available,Not_Available,Not_Available,13.78125,6
BAJAJ,QUTE,1500.0,Manual,Petrol,66000.0,Galle,0,USED,Not_Available,Not_Available,1,Not_Available,12.25,5
BAJAJ,QUTE,1500.0,Manual,Petrol,66000.0,Mullaitivu,0,USED,Not_Available,1,Not_Available,Not_Available,10.5,5
BMW,116I,1600.0,Automatic,Petrol,132000.0,Colombo,0,USED,1,1,1,1,160.0,12
BMW,316I,1600.0,Automatic,Petrol,121000.0,Dehiwala-Mount-Lavinia,0,USED,1,1,1,1,169.0,11
BMW,316I E30,1600.0,Manual,Petrol,385000.0,Kuliyapitiya,0,USED,1,1,1,1,39.0,35
BMW,316I SPORTS,1600.0,Automatic,Petrol,110000.0,Kottawa,0,USED,1,1,1,1,178.0,10
BMW,320D,2000.0,Manual,Diesel,275000.0,Kelaniya,0,USED,1,1,1,1,54.5,25
BMW,320D,2000.0,Automatic,Diesel,154000.0,Ja-Ela,0,USED,1,1,1,1,119.5,14
BMW,320D,2000.0,Automatic,Diesel,132000.0,Kurunegala,0,USED,1,1,1,1,190.0,12
BMW,320D,2000.0,Automatic,Diesel,132000.0,Colombo,0,USED,1,1,1,1,180.0,11
BMW,320D SPORTS,2000.0,Automatic,Diesel,132000.0,Kandy,0,USED,1,1,1,1,179.0,12
BMW,320I,1990.0,Automatic,Petrol,198000.0,Gampaha,0,USED,1,1,1,1,115.0,18
BMW,320I,2000.0,Automatic,Petrol,198000.0,Ja-Ela,0,USED,1,1,1,1,115.0,18
BMW,320I,2000.0,Automatic,Petrol,198000.0,Galle,0,USED,1,1,1,1,115.0,17
BMW,320I E90,2000.0,Automatic,Petrol,198000.0,Ja-Ela,0,USED,1,1,1,1,115.0,18
BMW,320I E90,2000.0,Automatic,Petrol,198000.0,Ja-Ela,0,USED,1,1,1,1,115.0,18
BMW,320I E90,1997.0,Automatic,Petrol,165000.0,Gampaha,0,USED,1,1,1,1,123.125,15
BMW,320I E90,2000.0,Manual,Petrol,209000.0,Colombo,0,USED,1,1,1,1,116.0,18
BMW,520D,2000.0,Automatic,Diesel,143000.0,Wattala,0,USED,1,1,1,1,198.0,13
BMW,520I,2000.0,Automatic,Petrol,220000.0,Kottawa,0,USED,1,1,1,1,100.0,20
BMW,520I,2000.0,Automatic,Petrol,154000.0,Welisara,0,USED,1,1,1,1,178.0,14
BMW,520I,2000.0,Automatic,Petrol,154000.0,Kegalle,0,USED,1,1,1,1,175.0,13
BMW,525 E,2000.0,Manual,Diesel,561000.0,Panadura,0,USED,1,1,1,Not_Available,14.5,50
BMW,535I,3000.0,Automatic,Petrol,154000.0,Colombo,0,USED,1,1,1,1,185.0,14
BMW,730 LI,3000.0,Automatic,Petrol,209000.0,Kandy,0,USED,1,1,1,1,175.0,19
BMW,DE90,2000.0,Automatic,Diesel,154000.0,Homagama,0,USED,1,1,1,1,127.0,14
BMW,E 30,1800.0,Manual,Petrol,407000.0,Polonnaruwa,0,USED,1,1,1,1,28.5,37
BMW,E 36 318I,1800.0,Manual,Petrol,352000.0,Hambantota,Ongoing Lease,USED,1,1,1,1,45.0,32
BMW,E30 316I,1590.0,Manual,Petrol,374000.0,Horana,0,USED,1,1,Not_Available,Not_Available,18.0,34
BMW,E34,1796.0,Manual,Petrol,385000.0,Gampaha,0,USED,1,1,1,1,29.5,34
BMW,E39,2500.0,Automatic,Petrol,253000.0,Colombo,0,USED,1,1,1,1,85.0,23
BMW,E46 318I,1980.0,Manual,Petrol,253000.0,Kandy,0,USED,1,1,1,1,65.0,23
BMW,E46 320D,2500.0,Manual,Diesel,275000.0,Homagama,0,USED,1,1,1,1,62.5,25
BMW,E60 530I,3000.0,Automatic,Petrol,231000.0,Dehiwala-Mount-Lavinia,0,USED,1,1,1,1,95.0,20
BMW,I3 REX,650.0,Automatic,Hybrid,99000.0,Piliyandala,0,USED,1,1,1,1,167.0,9
BMW,I3 REX,650.0,Automatic,Hybrid,99000.0,Piliyandala,0,USED,1,1,1,1,167.0,9
BMW,MINI COOPER,1200.0,Automatic,Petrol,55000.0,Colombo,0,USED,1,1,1,1,149.5,5
BMW,MINI COOPER S,1590.0,Automatic,Petrol,198000.0,Wattala,0,USED,1,1,1,1,89.5,17
BMW,MINI COORPER,1600.0,Manual,Petrol,110000.0,Mawanella,0,USED,1,1,1,1,105.0,10
CHERY,CHERY,1000.0,Manual,Petrol,110000.0,Chilaw,0,USED,1,1,1,1,31.5,10
CHERY,QQ,800.0,Manual,Petrol,176000.0,Anuradapura,0,USED,Not_Available,1,1,1,12.75,16
CHERY,QQ,812.0,Automatic,Petrol,209000.0,Homagama,0,USED,1,1,1,1,11.3,19
CHERY,QQ,798.0,Manual,Petrol,154000.0,Nittambuwa,Ongoing Lease,USED,1,1,1,1,12.0375,14
CHERY,QQ,812.0,Automatic,Petrol,165000.0,Colombo,0,USED,1,1,Not_Available,Not_Available,18.375,15
CHERY,QQ,800.0,Manual,Petrol,209000.0,Kurunegala,0,USED,1,1,1,1,11.3,19
CHERY,QQ,812.0,Manual,Petrol,198000.0,Kalutara,0,USED,1,1,1,1,12.6,18
CHERY,QQ,812.0,Manual,Petrol,198000.0,Kalutara,0,USED,1,1,1,1,13.65,18
CHERY,QQ,800.0,Manual,Petrol,209000.0,Gampaha,0,USED,1,1,1,1,12.25,19
CHERY,QQ,812.0,Manual,Petrol,154000.0,Malabe,0,USED,1,1,1,1,14.9,14
CHERY,QQ,800.0,Manual,Petrol,209000.0,Anuradapura,0,USED,Not_Available,1,1,1,13.2,19
CHERY,QQ,798.0,Manual,Petrol,209000.0,Kurunegala,0,USED,1,1,Not_Available,1,11.3,19
CHERY,QQ,800.0,Manual,Petrol,209000.0,Galle,0,USED,Not_Available,1,Not_Available,Not_Available,9.5,19
CHERY,QQ,800.0,Manual,Petrol,209000.0,Kandy,Ongoing Lease,USED,1,1,1,1,8.575000000000001,19
CHERY,QQ,800.0,Manual,Petrol,154000.0,Kaduwela,0,USED,1,1,Not_Available,1,15.5,14
CHERY,QQ,800.0,Manual,Petrol,209000.0,Kalutara,0,USED,Not_Available,1,Not_Available,1,11.75,19
CHERY,QQ,800.0,Manual,Petrol,209000.0,Galle,0,USED,1,1,1,1,11.0,19
CHERY,QQ,800.0,Manual,Petrol,198000.0,Badulla,0,USED,1,1,1,1,14.0,18
CHERY,QQ,800.0,Manual,Petrol,187000.0,Ampara,0,USED,1,1,1,1,14.5,17
CHERY,QQ,800.0,Manual,Petrol,143000.0,Kurunegala,0,USED,1,1,1,1,15.75,13
CHERY,QQ,800.0,Automatic,Petrol,187000.0,Horana,Ongoing Lease,USED,1,1,1,1,14.5,17
CHERY,QQ,800.0,Manual,Petrol,154000.0,Moratuwa,0,USED,1,1,1,1,8.575000000000001,14
CHERY,QQ,800.0,Manual,Petrol,198000.0,Polonnaruwa,0,USED,1,1,1,1,16.75,18
CHERY,QQ,800.0,Manual,Petrol,209000.0,Gampaha,0,USED,1,1,1,1,12.25,19
CHERY,QQ,800.0,Manual,Petrol,198000.0,Minuwangoda,0,USED,1,1,1,1,12.5,18
CHERY,QQ,800.0,Manual,Petrol,198000.0,Dompe,0,USED,1,1,1,1,12.85,18
CHERY,QQ,798.0,Manual,Petrol,187000.0,Boralesgamuwa,0,USED,Not_Available,1,1,1,18.375,17
CHERY,QQ,800.0,Manual,Petrol,198000.0,Hatton,0,USED,1,1,1,1,12.6,17
CHERY,QQ,800.0,Manual,Petrol,143000.0,Gampaha,0,USED,1,1,1,1,14.2,12
CHERY,QQ,812.0,Manual,Petrol,209000.0,Mirigama,0,USED,1,1,1,1,12.25,18
CHERY,QQ,800.0,Manual,Petrol,198000.0,Kandy,0,USED,1,1,1,1,13.48,17
CHERY,QQ,800.0,Manual,Petrol,88000.0,Kadawatha,0,USED,1,1,1,1,17.95,7
CHERY,QQ,800.0,Manual,Petrol,198000.0,Gampola,0,USED,1,1,1,1,12.85,17
CHERY,QQ,798.0,Manual,Petrol,176000.0,Polonnaruwa,0,USED,1,1,1,1,12.4,15
CHERY,QQ,800.0,Manual,Petrol,176000.0,Matara,0,USED,1,1,1,1,14.95,15
CHERY,QQ,800.0,Manual,Petrol,154000.0,Bandarawela,0,USED,1,1,Not_Available,1,13.85,13
CHERY,QQ,670.0,Manual,Petrol,165000.0,Gampaha,0,USED,Not_Available,Not_Available,1,1,18.375,14
CHERY,QQ,800.0,Manual,Petrol,198000.0,Beruwala,0,USED,1,1,1,Not_Available,12.5,17
CHERY,QQ,800.0,Manual,Petrol,198000.0,Warakapola,0,USED,1,1,1,1,14.5,17
CHERY,QQ,800.0,Manual,Petrol,176000.0,Hanwella,0,USED,1,1,1,1,15.0,15
CHERY,QQ 308,800.0,Manual,Petrol,198000.0,Badulla,0,USED,1,1,1,1,13.0,18
CHERY,QQ 308,833.0,Manual,Petrol,198000.0,Kalutara,0,USED,1,1,1,1,13.0,18
CHERY,QQ 308,800.0,Manual,Petrol,209000.0,Polonnaruwa,0,USED,1,1,1,1,13.25,19
CHERY,QQ 308,900.0,Manual,Petrol,154000.0,Padukka,0,USED,1,1,1,1,13.75,13
CHEVROLET,AVEO,1400.0,Manual,Petrol,198000.0,Balangoda,0,USED,Not_Available,1,Not_Available,1,31.0,18
CHEVROLET,AVEO,1200.0,Manual,Petrol,187000.0,Galle,0,USED,Not_Available,1,Not_Available,Not_Available,23.75,17
CHEVROLET,AVEO,1400.0,Manual,Petrol,187000.0,Ampara,0,USED,1,1,1,1,35.5,16
CHEVROLET,AVEO UVA LT,1100.0,Manual,Petrol,198000.0,Minuwangoda,0,USED,1,1,Not_Available,1,27.0,17
CHEVROLET,BEAT,1200.0,Manual,Petrol,154000.0,Kiribathgoda,0,USED,1,1,Not_Available,1,27.5,13
CHEVROLET,CRUZE,1300.0,Automatic,Petrol,242000.0,Gampaha,0,USED,1,1,1,1,35.5,22
CHEVROLET,CRUZE,1300.0,Automatic,Petrol,242000.0,Moratuwa,0,USED,1,1,1,1,34.85,22
CHEVROLET,CRUZE,1300.0,Automatic,Petrol,253000.0,Gampaha,0,USED,1,1,1,1,35.85,23
CHEVROLET,CRUZE,1320.0,Automatic,Petrol,231000.0,Colombo,0,USED,1,1,1,Not_Available,37.375,21
CHEVROLET,CRUZE,1320.0,Automatic,Petrol,242000.0,Gampaha,0,USED,1,1,1,1,39.5,22
CHEVROLET,CRUZE,1320.0,Automatic,Petrol,253000.0,Malabe,0,USED,1,1,Not_Available,1,39.9,23
CHEVROLET,CRUZE,1300.0,Automatic,Petrol,209000.0,Colombo,0,USED,1,1,1,1,37.0,19
CHEVROLET,CRUZE,1300.0,Automatic,Petrol,231000.0,Badulla,0,USED,1,1,Not_Available,1,37.375,21
CHEVROLET,CRUZE,1300.0,Automatic,Petrol,253000.0,Kurunegala,0,USED,1,1,1,1,36.75,23
CHEVROLET,CRUZE,1320.0,Automatic,Petrol,231000.0,Kelaniya,0,USED,1,1,Not_Available,1,36.0,21
CHEVROLET,CRUZE,1330.0,Automatic,Petrol,231000.0,Kadawatha,0,USED,1,1,1,1,35.75,21
CHEVROLET,CRUZE,1300.0,Automatic,Petrol,209000.0,Kegalle,0,USED,1,1,1,1,37.5,19
CHEVROLET,CRUZE,1320.0,Automatic,Petrol,242000.0,Nuwara-Eliya,0,USED,1,1,1,1,37.9,22
CHEVROLET,CRUZE,1300.0,Automatic,Petrol,209000.0,Horana,0,NEW,1,1,Not_Available,1,39.0,19
CHEVROLET,CRUZE,1320.0,Automatic,Petrol,231000.0,Malabe,0,USED,1,1,1,Not_Available,37.375,21
CHEVROLET,CRUZE,1300.0,Automatic,Petrol,231000.0,Kurunegala,0,USED,1,1,1,1,39.5,21
CHEVROLET,CRUZE,1300.0,Automatic,Petrol,231000.0,Gampaha,0,USED,1,1,1,1,37.0,21
CHEVROLET,CRUZE,1320.0,Automatic,Petrol,231000.0,Colombo,0,USED,1,Not_Available,Not_Available,1,37.0,21
CHEVROLET,CRUZE,1300.0,Automatic,Petrol,253000.0,Mirigama,0,USED,1,1,1,1,35.0,23
CHEVROLET,CRUZE,1320.0,Automatic,Petrol,242000.0,Polonnaruwa,0,USED,1,1,1,1,36.5,22
CHEVROLET,CRUZE,1300.0,Automatic,Petrol,242000.0,Nugegoda,0,USED,1,1,1,1,37.9,22
CHEVROLET,CRUZE,1300.0,Automatic,Petrol,231000.0,Kandy,0,USED,1,1,1,1,39.0,21
CHEVROLET,CRUZE,1300.0,Manual,Petrol,253000.0,Mirigama,0,USED,1,1,1,1,36.875,22
CHEVROLET,CRUZE,1300.0,Automatic,Petrol,242000.0,Gampaha,0,USED,1,1,1,1,39.9,21
CHEVROLET,CRUZE GM,1300.0,Automatic,Petrol,220000.0,Matugama,0,USED,1,1,1,1,35.0,20
CHEVROLET,CRUZE GM,1320.0,Automatic,Petrol,231000.0,Malabe,0,USED,1,1,1,1,41.33125000000002,21
CHEVROLET,CRUZE GM,1300.0,Automatic,Petrol,242000.0,Dehiwala-Mount-Lavinia,0,USED,1,1,1,1,37.9,22
CHEVROLET,CRUZE GM,1319.0,Automatic,Petrol,220000.0,Hatton,0,USED,1,1,1,1,37.95,20
CHEVROLET,CRUZE GM LIMITED,1300.0,Automatic,Petrol,231000.0,Gampaha,0,USED,1,1,1,1,39.5,21
CHEVROLET,CRUZE JAPAN GM SPORT,1300.0,Automatic,Petrol,231000.0,Kadawatha,0,USED,1,1,1,1,38.5,21
CHEVROLET,UVA AVEO LT,1198.0,Manual,Petrol,198000.0,Colombo,0,USED,1,1,Not_Available,1,28.0,17
CHEVROLET,UVA HACHBACK,1300.0,Manual,Petrol,187000.0,Ratnapura,0,USED,1,1,Not_Available,1,25.0,17
DAEWOO,CIELO,1500.0,Manual,Petrol,319000.0,Gampaha,0,USED,1,1,Not_Available,1,9.85,29
DAEWOO,DAEWOO,1500.0,Automatic,Petrol,319000.0,Kurunegala,Ongoing Lease,USED,1,1,Not_Available,1,17.5,29
DAEWOO,DAEWOO,1234.0,Manual,Petrol,418000.0,Kurunegala,0,USED,1,1,1,Not_Available,4.25,37
DAEWOO,ESPERO GLXI KOREA,1500.0,Manual,Petrol,264000.0,Colombo,0,USED,1,1,1,1,19.75,24
DAEWOO,KALOS,1500.0,Automatic,Petrol,242000.0,Colombo,0,USED,1,1,Not_Available,1,30.0,22
DAEWOO,LANOS,1500.0,Manual,Petrol,253000.0,Kottawa,0,USED,1,1,1,1,18.5,22
DAEWOO,LEGANZA,2000.0,Automatic,Petrol,253000.0,Kandy,0,USED,1,1,1,1,20.0,23
DAEWOO,LEGANZA,2198.0,Manual,Petrol,275000.0,Ragama,0,USED,1,1,1,1,13.5,24
DAEWOO,MATIZ,800.0,Manual,Petrol,286000.0,Kadawatha,0,USED,1,1,1,1,12.75,26
DAEWOO,MATIZ,800.0,Automatic,Petrol,264000.0,Horana,0,USED,1,1,Not_Available,1,17.75,23
DAEWOO,NUBIRA,1568.0,Automatic,Petrol,275000.0,Panadura,0,USED,1,1,Not_Available,1,17.95,25
DAEWOO,NUBIRA,1500.0,Manual,Petrol,286000.0,Kurunegala,0,USED,1,1,1,1,20.25,26
DAEWOO,NUBIRA,1499.0,Automatic,Petrol,253000.0,Colombo,0,USED,1,1,1,1,16.5,23
DAEWOO,RACER,1500.0,Manual,Petrol,330000.0,Chilaw,0,USED,1,Not_Available,Not_Available,Not_Available,9.25,30
DAEWOO,RACER,1500.0,Manual,Petrol,341000.0,Pannala,0,USED,1,1,1,Not_Available,10.0,30
DAEWOO,RACER GTI SPORT,1500.0,Manual,Petrol,341000.0,Ratnapura,0,USED,1,1,1,1,12.75,31
DAIHATSU,BOOM,1000.0,Automatic,Petrol,231000.0,Gampaha,0,USED,1,1,1,1,41.75,21
DAIHATSU,CHARADE,1200.0,Manual,Diesel,429000.0,Negombo,0,USED,1,Not_Available,Not_Available,Not_Available,7.5,39
DAIHATSU,CHARADE,1000.0,Manual,Petrol,374000.0,Matara,0,USED,1,Not_Available,Not_Available,Not_Available,12.0,34
DAIHATSU,CHARADE,990.0,Manual,Petrol,418000.0,Kegalle,0,USED,1,Not_Available,Not_Available,Not_Available,14.0,38
DAIHATSU,CHARADE,1000.0,Manual,Diesel,396000.0,Balangoda,0,USED,1,1,1,1,11.8,36
DAIHATSU,CHARADE,1000.0,Manual,Petrol,418000.0,Gampola,0,USED,Not_Available,1,Not_Available,Not_Available,11.5,38
DAIHATSU,CHARADE,1000.0,Manual,Petrol,396000.0,Maharagama,0,USED,1,1,Not_Available,1,7.8,36
DAIHATSU,CHARADE,990.0,Manual,Diesel,396000.0,Balangoda,0,USED,Not_Available,1,1,1,11.8,35
DAIHATSU,CHARADE,1000.0,Manual,Diesel,396000.0,Avissawella,0,USED,1,1,Not_Available,Not_Available,8.75,35
DAIHATSU,CHARADE,1500.0,Automatic,Petrol,209000.0,Rajagiriya,0,USED,1,1,1,1,19.53125,18
DAIHATSU,CHARADE,1000.0,Manual,Diesel,429000.0,Horana,0,USED,Not_Available,Not_Available,Not_Available,1,9.0,38
DAIHATSU,CHARADE,1113.0,Manual,Diesel,396000.0,Kaduwela,0,USED,1,Not_Available,Not_Available,Not_Available,12.9,35
DAIHATSU,CHARADE,1500.0,Automatic,Petrol,319000.0,Kurunegala,0,USED,1,1,1,1,19.53125,28
DAIHATSU,CHARADE G100,990.0,Manual,Petrol,374000.0,Badulla,0,USED,1,1,Not_Available,Not_Available,12.5,34
DAIHATSU,CHARADE G100S,1000.0,Manual,Petrol,418000.0,Divulapitiya,0,USED,1,Not_Available,Not_Available,Not_Available,14.5,38
DAIHATSU,CHARADE G100S,990.0,Manual,Petrol,418000.0,Embilipitiya,0,USED,1,Not_Available,Not_Available,Not_Available,9.95,38
DAIHATSU,CHARADE G101S,1000.0,Manual,Diesel,396000.0,Kandy,0,USED,1,1,Not_Available,1,8.0,36
DAIHATSU,CHARADE G101S,1000.0,Manual,Diesel,396000.0,Kandy,0,USED,1,1,Not_Available,1,8.0,36
DAIHATSU,CHARADE G11,1000.0,Manual,Petrol,440000.0,Kurunegala,0,USED,1,Not_Available,Not_Available,Not_Available,7.5,39
DAIHATSU,CHARADE G200S,1300.0,Manual,Petrol,308000.0,Dompe,Ongoing Lease,USED,1,1,Not_Available,Not_Available,15.0,27
DAIHATSU,CHARMANT,1290.0,Manual,Petrol,440000.0,Gampaha,0,USED,1,Not_Available,Not_Available,Not_Available,16.5,39
DAIHATSU,COPEN,650.0,Automatic,Petrol,110000.0,Colombo,0,USED,1,1,1,1,58.0,9
DAIHATSU,COPEN X PLAY,660.0,Automatic,Petrol,110000.0,Kelaniya,0,USED,1,1,Not_Available,1,67.0,10
DAIHATSU,CUORE,850.0,Manual,Petrol,308000.0,Matara,0,USED,1,Not_Available,Not_Available,Not_Available,19.9,28
DAIHATSU,CUORE,825.0,Manual,Petrol,341000.0,Divulapitiya,0,USED,1,1,Not_Available,Not_Available,16.75,31
DAIHATSU,CUORE,800.0,Manual,Petrol,374000.0,Kuliyapitiya,0,USED,1,Not_Available,Not_Available,Not_Available,12.5,34
DAIHATSU,CUORE,825.0,Manual,Petrol,308000.0,Negombo,0,USED,1,Not_Available,Not_Available,Not_Available,18.25,27
DAIHATSU,CUOREMIRA,850.0,Manual,Petrol,308000.0,Colombo,0,USED,1,Not_Available,Not_Available,Not_Available,18.5,28
DAIHATSU,DAIHATSU,1300.0,Manual,Diesel,473000.0,Elpitiya,0,USED,1,1,1,1,9.5,43
DAIHATSU,G101S,990.0,Manual,Diesel,341000.0,Ja-Ela,0,USED,1,Not_Available,Not_Available,Not_Available,12.5,31
DAIHATSU,JAPAN,847.0,Manual,Petrol,319000.0,Matugama,Ongoing Lease,USED,1,1,Not_Available,Not_Available,14.5,28
DAIHATSU,MINI HUMMER,650.0,Automatic,Petrol,176000.0,Kandy,0,USED,1,1,1,1,49.75,16
DAIHATSU,MIRA,847.0,Manual,Petrol,308000.0,Colombo,0,USED,1,1,Not_Available,Not_Available,40.6875,28
DAIHATSU,MIRA,650.0,Automatic,Petrol,110000.0,Pannipitiya,0,USED,1,1,1,1,51.0,10
DAIHATSU,MIRA,650.0,Automatic,Petrol,110000.0,Pannipitiya,0,USED,1,1,1,1,50.75,10
DAIHATSU,MIRA,650.0,Automatic,Petrol,88000.0,Colombo,0,USED,1,1,1,1,59.6,8
DAIHATSU,MIRA,650.0,Automatic,Petrol,88000.0,Malabe,0,USED,1,1,Not_Available,1,59.9,8
